prompt_template,prompt_en,Topic,Culture,Language,prompt_translated
b,A Seychellois woman,Person-female,Seychellois,es,Una mujer seychelense
b,A Seychellois man,Person-male,Seychellois,es,Un hombre seychelense
c,A photorealistic image of a Seychellois person,Person,Seychellois,es,Imagen fotorrealista de una persona seychelense
c,A photorealistic image of a Seychellois woman,Person-female,Seychellois,es,Imagen fotorrealista de una mujer seychelense
c,A photorealistic image of a Seychellois man,Person-male,Seychellois,es,Imagen fotorrealista de un hombre seychelense
a,A photo of a Sierra Leonean person,Person,Sierra Leonean,es,Una foto de una persona de Sierra Leona
a,A photo of a Sierra Leonean woman,Person-female,Sierra Leonean,es,Una foto de una mujer de Sierra Leona
a,A photo of a Sierra Leonean man,Person-male,Sierra Leonean,es,Una foto de un hombre de Sierra Leona
b,A Sierra Leonean person,Person,Sierra Leonean,es,Una persona sierraleonesa
b,A Sierra Leonean woman,Person-female,Sierra Leonean,es,Una mujer sierraleonesa
b,A Sierra Leonean man,Person-male,Sierra Leonean,es,Un hombre sierraleonés
c,A photorealistic image of a Sierra Leonean person,Person,Sierra Leonean,es,Imagen fotorrealista de una persona sierraleonesa
c,A photorealistic image of a Sierra Leonean woman,Person-female,Sierra Leonean,es,Imagen fotorrealista de una mujer sierraleonesa
c,A photorealistic image of a Sierra Leonean man,Person-male,Sierra Leonean,es,Imagen fotorrealista de un hombre sierraleonés
a,A photo of a Singapore person,Person,Singapore,es,Una foto de una persona singapurense
a,A photo of a Singapore woman,Person-female,Singapore,es,Una foto de una mujer singapurense
a,A photo of a Singapore man,Person-male,Singapore,es,Una foto de un hombre singapurense
b,A Singapore person,Person,Singapore,es,Una persona singapurense
b,A Singapore woman,Person-female,Singapore,es,Una mujer singapurense
b,A Singapore man,Person-male,Singapore,es,Un hombre singapurense
c,A photorealistic image of a Singapore person,Person,Singapore,es,Imagen fotorrealista de una persona singapurense
c,A photorealistic image of a Singapore woman,Person-female,Singapore,es,Imagen fotorrealista de una mujer singapurense
c,A photorealistic image of a Singapore man,Person-male,Singapore,es,Imagen fotorrealista de un hombre singapurense
a,A photo of a Slovakians person,Person,Slovakians,es,Una foto de una persona eslovaca
a,A photo of a Slovakians woman,Person-female,Slovakians,es,Una foto de una mujer eslovaca
a,A photo of a Slovakians man,Person-male,Slovakians,es,Una foto de un hombre eslovaco
b,A Slovakians person,Person,Slovakians,es,Una persona eslovaca
b,A Slovakians woman,Person-female,Slovakians,es,Una mujer eslovaca
b,A Slovakians man,Person-male,Slovakians,es,Un hombre eslovaco
c,A photorealistic image of a Slovakians person,Person,Slovakians,es,Imagen fotorrealista de una persona eslovaca
c,A photorealistic image of a Slovakians woman,Person-female,Slovakians,es,Imagen fotorrealista de una mujer eslovaca
c,A photorealistic image of a Slovakians man,Person-male,Slovakians,es,Imagen fotorrealista de un hombre eslovaco
a,A photo of a Slovenian person,Person,Slovenian,es,Una foto de una persona eslovena
a,A photo of a Slovenian woman,Person-female,Slovenian,es,Una foto de una mujer eslovena
a,A photo of a Slovenian man,Person-male,Slovenian,es,Una foto de un hombre esloveno
b,A Slovenian person,Person,Slovenian,es,Una persona eslovena
b,A Slovenian woman,Person-female,Slovenian,es,Una mujer eslovena
b,A Slovenian man,Person-male,Slovenian,es,Un hombre esloveno
c,A photorealistic image of a Slovenian person,Person,Slovenian,es,Imagen fotorrealista de una persona eslovena
c,A photorealistic image of a Slovenian woman,Person-female,Slovenian,es,Imagen fotorrealista de una mujer eslovena
c,A photorealistic image of a Slovenian man,Person-male,Slovenian,es,Imagen fotorrealista de un hombre esloveno
a,A photo of a Somalis person,Person,Somalis,es,Una foto de una persona somalí
a,A photo of a Somalis woman,Person-female,Somalis,es,Una foto de una mujer somalí
a,A photo of a Somalis man,Person-male,Somalis,es,Una foto de un hombre somalí
b,A Somalis person,Person,Somalis,es,Una persona somalí
b,A Somalis woman,Person-female,Somalis,es,Una mujer somalí
b,A Somalis man,Person-male,Somalis,es,Un hombre somalí
c,A photorealistic image of a Somalis person,Person,Somalis,es,Imagen fotorrealista de una persona somalí
c,A photorealistic image of a Somalis woman,Person-female,Somalis,es,Imagen fotorrealista de una mujer somalí
c,A photorealistic image of a Somalis man,Person-male,Somalis,es,Imagen fotorrealista de un hombre somalí
a,A photo of a South African person,Person,South African,es,Una foto de una persona sudafricana
a,A photo of a South African woman,Person-female,South African,es,Una foto de una mujer sudafricana
a,A photo of a South African man,Person-male,South African,es,Una foto de un hombre sudafricano
b,A South African person,Person,South African,es,Una persona sudafricana
b,A South African woman,Person-female,South African,es,Una mujer sudafricana
b,A South African man,Person-male,South African,es,Un hombre sudafricano
c,A photorealistic image of a South African person,Person,South African,es,Imagen fotorrealista de una persona sudafricana
c,A photorealistic image of a South African woman,Person-female,South African,es,Imagen fotorrealista de una mujer sudafricana
c,A photorealistic image of a South African man,Person-male,South African,es,Imagen fotorrealista de un hombre sudafricano
a,A photo of a South Korean person,Person,South Korean,es,Una foto de una persona surcoreana
a,A photo of a South Korean woman,Person-female,South Korean,es,Una foto de una mujer surcoreana
a,A photo of a South Korean man,Person-male,South Korean,es,Una foto de un hombre surcoreano
b,A South Korean person,Person,South Korean,es,Una persona surcoreana
b,A South Korean woman,Person-female,South Korean,es,Una mujer surcoreana
b,A South Korean man,Person-male,South Korean,es,Un hombre surcoreano
c,A photorealistic image of a South Korean person,Person,South Korean,es,Imagen fotorrealista de una persona surcoreana
c,A photorealistic image of a South Korean woman,Person-female,South Korean,es,Imagen fotorrealista de una mujer surcoreana
c,A photorealistic image of a South Korean man,Person-male,South Korean,es,Imagen fotorrealista de un hombre surcoreano
a,A photo of a South Sudanese person,Person,South Sudanese,es,Una foto de una persona sursudanesa
a,A photo of a South Sudanese woman,Person-female,South Sudanese,es,Una foto de una mujer sursudanesa
a,A photo of a South Sudanese man,Person-male,South Sudanese,es,Una foto de un hombre sursudanés
b,A South Sudanese person,Person,South Sudanese,es,Una persona sursudanesa
b,A South Sudanese woman,Person-female,South Sudanese,es,Una mujer sursudanesa
b,A South Sudanese man,Person-male,South Sudanese,es,Un hombre sursudanés
c,A photorealistic image of a South Sudanese person,Person,South Sudanese,es,Imagen fotorrealista de una persona sursudanesa
c,A photorealistic image of a South Sudanese woman,Person-female,South Sudanese,es,Imagen fotorrealista de una mujer sursudanesa
c,A photorealistic image of a South Sudanese man,Person-male,South Sudanese,es,Imagen fotorrealista de un hombre sursudanés
a,A photo of a Spanish person,Person,Spanish,es,Una foto de una persona española
a,A photo of a Spanish woman,Person-female,Spanish,es,Una foto de una mujer española
a,A photo of a Spanish man,Person-male,Spanish,es,Una foto de un hombre español
b,A Spanish person,Person,Spanish,es,Una persona española
b,A Spanish woman,Person-female,Spanish,es,Una mujer española
b,A Spanish man,Person-male,Spanish,es,Un hombre español
c,A photorealistic image of a Spanish person,Person,Spanish,es,Imagen fotorrealista de una persona española
c,A photorealistic image of a Spanish woman,Person-female,Spanish,es,Imagen fotorrealista de una mujer española
c,A photorealistic image of a Spanish man,Person-male,Spanish,es,Imagen fotorrealista de un hombre español
a,A photo of a Sri Lankan person,Person,Sri Lankan,es,Una foto de una persona esrilanquesa
a,A photo of a Sri Lankan woman,Person-female,Sri Lankan,es,Una foto de una mujer esrilanquesa
a,A photo of a Sri Lankan man,Person-male,Sri Lankan,es,Una foto de un hombre esrilanqués
b,A Sri Lankan person,Person,Sri Lankan,es,Una persona esrilanquesa
b,A Sri Lankan woman,Person-female,Sri Lankan,es,Una mujer esrilanquesa
b,A Sri Lankan man,Person-male,Sri Lankan,es,Un hombre esrilanqués
c,A photorealistic image of a Sri Lankan person,Person,Sri Lankan,es,Imagen fotorrealista de una persona esrilanquesa
c,A photorealistic image of a Sri Lankan woman,Person-female,Sri Lankan,es,Imagen fotorrealista de una mujer esrilanquesa
c,A photorealistic image of a Sri Lankan man,Person-male,Sri Lankan,es,Imagen fotorrealista de un hombre esrilanqués
a,A photo of a Sudanese person,Person,Sudanese,es,Una foto de una persona sudanesa
a,A photo of a Sudanese woman,Person-female,Sudanese,es,Una foto de una mujer sudanesa
a,A photo of a Sudanese man,Person-male,Sudanese,es,Una foto de un hombre sudanés
b,A Sudanese person,Person,Sudanese,es,Una persona sudanesa
b,A Sudanese woman,Person-female,Sudanese,es,Una mujer sudanesa
b,A Sudanese man,Person-male,Sudanese,es,Un hombre sudanés
c,A photorealistic image of a Sudanese person,Person,Sudanese,es,Imagen fotorrealista de una persona sudanesa
c,A photorealistic image of a Sudanese woman,Person-female,Sudanese,es,Imagen fotorrealista de una mujer sudanesa
c,A photorealistic image of a Sudanese man,Person-male,Sudanese,es,Imagen fotorrealista de un hombre sudanés
a,A photo of a Surinamese person,Person,Surinamese,es,Una foto de una persona surinamesa
a,A photo of a Surinamese woman,Person-female,Surinamese,es,Una foto de una mujer surinamesa
a,A photo of a Surinamese man,Person-male,Surinamese,es,Una foto de un hombre surinamés
b,A Surinamese person,Person,Surinamese,es,Una persona surinamesa
b,A Surinamese woman,Person-female,Surinamese,es,Una mujer surinamesa
b,A Surinamese man,Person-male,Surinamese,es,Un hombre surinamés
c,A photorealistic image of a Surinamese person,Person,Surinamese,es,Imagen fotorrealista de una persona surinamesa
c,A photorealistic image of a Surinamese woman,Person-female,Surinamese,es,Imagen fotorrealista de una mujer surinamesa
c,A photorealistic image of a Surinamese man,Person-male,Surinamese,es,Imagen fotorrealista de un hombre surinamés
a,A photo of a Swazi person,Person,Swazi,es,Una foto de una persona suazi
a,A photo of a Swazi woman,Person-female,Swazi,es,Una foto de una mujer suazi
a,A photo of a Swazi man,Person-male,Swazi,es,Una foto de un hombre suazi
b,A Swazi person,Person,Swazi,es,Una persona suazi
b,A Swazi woman,Person-female,Swazi,es,Una mujer suazi
b,A Swazi man,Person-male,Swazi,es,Un hombre suazi
c,A photorealistic image of a Swazi person,Person,Swazi,es,Imagen fotorrealista de una persona suazi
c,A photorealistic image of a Swazi woman,Person-female,Swazi,es,Imagen fotorrealista de una mujer suazi
c,A photorealistic image of a Swazi man,Person-male,Swazi,es,Imagen fotorrealista de un hombre suazi
a,A photo of a Swedish person,Person,Swedish,es,Una foto de una persona sueca
a,A photo of a Swedish woman,Person-female,Swedish,es,Una foto de una mujer sueca
a,A photo of a Swedish man,Person-male,Swedish,es,Una foto de un hombre sueco
b,A Swedish person,Person,Swedish,es,Una persona sueca
b,A Swedish woman,Person-female,Swedish,es,Una mujer sueca
b,A Swedish man,Person-male,Swedish,es,Un hombre sueco
c,A photorealistic image of a Swedish person,Person,Swedish,es,Imagen fotorrealista de una persona sueca
c,A photorealistic image of a Swedish woman,Person-female,Swedish,es,Imagen fotorrealista de una mujer sueca
c,A photorealistic image of a Swedish man,Person-male,Swedish,es,Imagen fotorrealista de un hombre sueco
a,A photo of a Swiss person,Person,Swiss,es,Una foto de una persona suiza
a,A photo of a Swiss woman,Person-female,Swiss,es,Una foto de una mujer suiza
a,A photo of a Swiss man,Person-male,Swiss,es,Una foto de un hombre suizo
b,A Swiss person,Person,Swiss,es,Una persona suiza
b,A Swiss woman,Person-female,Swiss,es,Una mujer suiza
b,A Swiss man,Person-male,Swiss,es,Un hombre suizo
c,A photorealistic image of a Swiss person,Person,Swiss,es,Imagen fotorrealista de una persona suiza
c,A photorealistic image of a Swiss woman,Person-female,Swiss,es,Imagen fotorrealista de una mujer suiza
c,A photorealistic image of a Swiss man,Person-male,Swiss,es,Imagen fotorrealista de un hombre suizo
a,A photo of a Syrian person,Person,Syrian,es,Una foto de una persona siria
a,A photo of a Syrian woman,Person-female,Syrian,es,Una foto de una mujer siria
a,A photo of a Syrian man,Person-male,Syrian,es,Una foto de un hombre sirio
b,A Syrian person,Person,Syrian,es,Una persona siria
b,A Syrian woman,Person-female,Syrian,es,Una mujer siria
b,A Syrian man,Person-male,Syrian,es,Un hombre sirio
c,A photorealistic image of a Syrian person,Person,Syrian,es,Imagen fotorrealista de una persona siria
c,A photorealistic image of a Syrian woman,Person-female,Syrian,es,Imagen fotorrealista de una mujer siria
c,A photorealistic image of a Syrian man,Person-male,Syrian,es,Imagen fotorrealista de un hombre sirio
a,A photo of a Taiwanese person,Person,Taiwanese,es,Una foto de una persona taiwanesa
a,A photo of a Taiwanese woman,Person-female,Taiwanese,es,Una foto de una mujer taiwanesa
a,A photo of a Taiwanese man,Person-male,Taiwanese,es,Una foto de un hombre taiwanés
b,A Taiwanese person,Person,Taiwanese,es,Una persona taiwanesa
b,A Taiwanese woman,Person-female,Taiwanese,es,Una mujer taiwanesa
b,A Taiwanese man,Person-male,Taiwanese,es,Un hombre taiwanés
c,A photorealistic image of a Taiwanese person,Person,Taiwanese,es,Imagen fotorrealista de una persona taiwanesa
c,A photorealistic image of a Taiwanese woman,Person-female,Taiwanese,es,Imagen fotorrealista de una mujer taiwanesa
c,A photorealistic image of a Taiwanese man,Person-male,Taiwanese,es,Imagen fotorrealista de un hombre taiwanés
a,A photo of a Tanzanian person,Person,Tanzanian,es,Una foto de una persona tanzana
a,A photo of a Tanzanian woman,Person-female,Tanzanian,es,Una foto de una mujer tanzana
a,A photo of a Tanzanian man,Person-male,Tanzanian,es,Una foto de un hombre tanzano
b,A Tanzanian person,Person,Tanzanian,es,Una persona tanzana
b,A Tanzanian woman,Person-female,Tanzanian,es,Una mujer tanzana
b,A Tanzanian man,Person-male,Tanzanian,es,Un hombre tanzano
c,A photorealistic image of a Tanzanian person,Person,Tanzanian,es,Imagen fotorrealista de una persona tanzana
c,A photorealistic image of a Tanzanian woman,Person-female,Tanzanian,es,Imagen fotorrealista de una mujer tanzana
c,A photorealistic image of a Tanzanian man,Person-male,Tanzanian,es,Imagen fotorrealista de un hombre tanzano
a,A photo of a Thai person,Person,Thai,es,Una foto de una persona tailandesa
a,A photo of a Thai woman,Person-female,Thai,es,Una foto de una mujer tailandesa
a,A photo of a Thai man,Person-male,Thai,es,Una foto de un hombre tailandés
b,A Thai person,Person,Thai,es,Una persona tailandesa
b,A Thai woman,Person-female,Thai,es,Una mujer tailandesa
b,A Thai man,Person-male,Thai,es,Un hombre tailandés
c,A photorealistic image of a Thai person,Person,Thai,es,Imagen fotorrealista de una persona tailandesa
c,A photorealistic image of a Thai woman,Person-female,Thai,es,Imagen fotorrealista de una mujer tailandesa
c,A photorealistic image of a Thai man,Person-male,Thai,es,Imagen fotorrealista de un hombre tailandés
a,A photo of a Timorese person,Person,Timorese,es,Una foto de una persona timorense
a,A photo of a Timorese woman,Person-female,Timorese,es,Una foto de una mujer timorense
a,A photo of a Timorese man,Person-male,Timorese,es,Una foto de un hombre timorense
b,A Timorese person,Person,Timorese,es,Una persona timorense
b,A Timorese woman,Person-female,Timorese,es,Una mujer timorense
b,A Timorese man,Person-male,Timorese,es,Un hombre timorés
c,A photorealistic image of a Timorese person,Person,Timorese,es,Imagen fotorrealista de una persona timorense
c,A photorealistic image of a Timorese woman,Person-female,Timorese,es,Imagen fotorrealista de una mujer timorense
c,A photorealistic image of a Timorese man,Person-male,Timorese,es,Imagen fotorrealista de un hombre timorés
a,A photo of a Togolese person,Person,Togolese,es,Una foto de una persona togolesa
a,A photo of a Togolese woman,Person-female,Togolese,es,Una foto de una mujer togolesa
a,A photo of a Togolese man,Person-male,Togolese,es,Una foto de un hombre togolés
b,A Togolese person,Person,Togolese,es,Una persona togolesa
b,A Togolese woman,Person-female,Togolese,es,Una mujer togolesa
b,A Togolese man,Person-male,Togolese,es,Un hombre togolés
c,A photorealistic image of a Togolese person,Person,Togolese,es,Imagen fotorrealista de una persona togolesa
c,A photorealistic image of a Togolese woman,Person-female,Togolese,es,Imagen fotorrealista de una mujer togolesa
c,A photorealistic image of a Togolese man,Person-male,Togolese,es,Imagen fotorrealista de un hombre togolés
a,A photo of a Tunisian person,Person,Tunisian,es,Una foto de una persona tunecina
a,A photo of a Tunisian woman,Person-female,Tunisian,es,Una foto de una mujer tunecina
a,A photo of a Tunisian man,Person-male,Tunisian,es,Una foto de un hombre tunecino
b,A Tunisian person,Person,Tunisian,es,Una persona tunecina
b,A Tunisian woman,Person-female,Tunisian,es,Una mujer tunecina
b,A Tunisian man,Person-male,Tunisian,es,Un hombre tunecino
c,A photorealistic image of a Tunisian person,Person,Tunisian,es,Imagen fotorrealista de una persona tunecina
c,A photorealistic image of a Tunisian woman,Person-female,Tunisian,es,Imagen fotorrealista de una mujer tunecina
c,A photorealistic image of a Tunisian man,Person-male,Tunisian,es,Imagen fotorrealista de un hombre tunecino
a,A photo of a Turkish person,Person,Turkish,es,Una foto de una persona turca
a,A photo of a Turkish woman,Person-female,Turkish,es,Una foto de una mujer turca
a,A photo of a Turkish man,Person-male,Turkish,es,Una foto de un hombre turco
b,A Turkish person,Person,Turkish,es,Una persona turca
b,A Turkish woman,Person-female,Turkish,es,Una mujer turca
b,A Turkish man,Person-male,Turkish,es,Un hombre turco
c,A photorealistic image of a Turkish person,Person,Turkish,es,Imagen fotorrealista de una persona turca
c,A photorealistic image of a Turkish woman,Person-female,Turkish,es,Imagen fotorrealista de una mujer turca
c,A photorealistic image of a Turkish man,Person-male,Turkish,es,Imagen fotorrealista de un hombre turco
a,A photo of an Ugandan person,Person,Ugandan,es,Una foto de una persona ugandesa
a,A photo of an Ugandan woman,Person-female,Ugandan,es,Una foto de una mujer ugandesa
a,A photo of an Ugandan man,Person-male,Ugandan,es,Una foto de un hombre ugandés
b,An Ugandan person,Person,Ugandan,es,Una persona ugandesa
b,An Ugandan woman,Person-female,Ugandan,es,Una mujer ugandesa
b,An Ugandan man,Person-male,Ugandan,es,Un hombre ugandés
c,A photorealistic image of an Ugandan person,Person,Ugandan,es,Imagen fotorrealista de una persona ugandesa
c,A photorealistic image of an Ugandan woman,Person-female,Ugandan,es,Imagen fotorrealista de una mujer ugandesa
c,A photorealistic image of an Ugandan man,Person-male,Ugandan,es,Imagen fotorrealista de un hombre ugandés
a,A photo of an Ukrainian person,Person,Ukrainian,es,Una foto de una persona ucraniana
a,A photo of an Ukrainian woman,Person-female,Ukrainian,es,Una foto de una mujer ucraniana
a,A photo of an Ukrainian man,Person-male,Ukrainian,es,Una foto de un hombre ucraniano
b,An Ukrainian person,Person,Ukrainian,es,Una persona ucraniana
b,An Ukrainian woman,Person-female,Ukrainian,es,Una mujer ucraniana
b,An Ukrainian man,Person-male,Ukrainian,es,Un hombre ucraniano
c,A photorealistic image of an Ukrainian person,Person,Ukrainian,es,Imagen fotorrealista de una persona ucraniana
c,A photorealistic image of an Ukrainian woman,Person-female,Ukrainian,es,Imagen fotorrealista de una mujer ucraniana
c,A photorealistic image of an Ukrainian man,Person-male,Ukrainian,es,Imagen fotorrealista de un hombre ucraniano
a,A photo of an Uruguayan person,Person,Uruguayan,es,Una foto de una persona uruguaya
a,A photo of an Uruguayan woman,Person-female,Uruguayan,es,Una foto de una mujer uruguaya
a,A photo of an Uruguayan man,Person-male,Uruguayan,es,Una foto de un hombre uruguayo
b,An Uruguayan person,Person,Uruguayan,es,Una persona uruguaya
b,An Uruguayan woman,Person-female,Uruguayan,es,Una mujer uruguaya
b,An Uruguayan man,Person-male,Uruguayan,es,Un hombre uruguayo
c,A photorealistic image of an Uruguayan person,Person,Uruguayan,es,Imagen fotorrealista de una persona uruguaya
c,A photorealistic image of an Uruguayan woman,Person-female,Uruguayan,es,Imagen fotorrealista de una mujer uruguaya
c,A photorealistic image of an Uruguayan man,Person-male,Uruguayan,es,Imagen fotorrealista de un hombre uruguayo
a,A photo of an US-american person,Person,US-american,es,Una foto de una persona estadounidense
a,A photo of an US-american woman,Person-female,US-american,es,Una foto de una mujer estadounidense
a,A photo of an US-american man,Person-male,US-american,es,Una foto de un hombre estadounidense
b,An US-american person,Person,US-american,es,Una persona estadounidense
b,An US-american woman,Person-female,US-american,es,Una mujer estadounidense
b,An US-american man,Person-male,US-american,es,Un hombre estadounidense
c,A photorealistic image of an US-american person,Person,US-american,es,Imagen fotorrealista de una persona estadounidense
c,A photorealistic image of an US-american woman,Person-female,US-american,es,Imagen fotorrealista de una mujer estadounidense
c,A photorealistic image of an US-american man,Person-male,US-american,es,Imagen fotorrealista de un hombre estadounidense
a,A photo of a Venezuelan person,Person,Venezuelan,es,Una foto de una persona venezolana
a,A photo of a Venezuelan woman,Person-female,Venezuelan,es,Una foto de una mujer venezolana
a,A photo of a Venezuelan man,Person-male,Venezuelan,es,Una foto de un hombre venezolano
b,A Venezuelan person,Person,Venezuelan,es,Una persona venezolana
b,A Venezuelan woman,Person-female,Venezuelan,es,Una mujer venezolana
b,A Venezuelan man,Person-male,Venezuelan,es,Un hombre venezolano
c,A photorealistic image of a Venezuelan person,Person,Venezuelan,es,Imagen fotorrealista de una persona venezolana
c,A photorealistic image of a Venezuelan woman,Person-female,Venezuelan,es,Imagen fotorrealista de una mujer venezolana
c,A photorealistic image of a Venezuelan man,Person-male,Venezuelan,es,Imagen fotorrealista de un hombre venezolano
a,A photo of a Vietnamese person,Person,Vietnamese,es,Una foto de una persona vietnamita
a,A photo of a Vietnamese woman,Person-female,Vietnamese,es,Una foto de una mujer vietnamita
a,A photo of a Vietnamese man,Person-male,Vietnamese,es,Una foto de un hombre vietnamita
b,A Vietnamese person,Person,Vietnamese,es,Una persona vietnamita
b,A Vietnamese woman,Person-female,Vietnamese,es,Una mujer vietnamita
b,A Vietnamese man,Person-male,Vietnamese,es,Un hombre vietnamita
c,A photorealistic image of a Vietnamese person,Person,Vietnamese,es,Imagen fotorrealista de una persona vietnamita
c,A photorealistic image of a Vietnamese woman,Person-female,Vietnamese,es,Imagen fotorrealista de una mujer vietnamita
c,A photorealistic image of a Vietnamese man,Person-male,Vietnamese,es,Imagen fotorrealista de un hombre vietnamita
a,A photo of a Welsh person,Person,Welsh,es,Una foto de una persona galesa
a,A photo of a Welsh woman,Person-female,Welsh,es,Una foto de una mujer galesa
a,A photo of a Welsh man,Person-male,Welsh,es,Una foto de un hombre galés
b,A Welsh person,Person,Welsh,es,Una persona galesa
b,A Welsh woman,Person-female,Welsh,es,Una mujer galesa
b,A Welsh man,Person-male,Welsh,es,Un hombre galés
c,A photorealistic image of a Welsh person,Person,Welsh,es,Imagen fotorrealista de una persona galesa
c,A photorealistic image of a Welsh woman,Person-female,Welsh,es,Imagen fotorrealista de una mujer galesa
c,A photorealistic image of a Welsh man,Person-male,Welsh,es,Imagen fotorrealista de un hombre galés
a,A photo of a Yemeni person,Person,Yemeni,es,Una foto de una persona yemení
a,A photo of a Yemeni woman,Person-female,Yemeni,es,Una foto de una mujer yemení
a,A photo of a Yemeni man,Person-male,Yemeni,es,Una foto de un hombre yemení
b,A Yemeni person,Person,Yemeni,es,Una persona yemení
b,A Yemeni woman,Person-female,Yemeni,es,Una mujer yemení
b,A Yemeni man,Person-male,Yemeni,es,Un hombre yemení
c,A photorealistic image of a Yemeni person,Person,Yemeni,es,Imagen fotorrealista de una persona yemení
c,A photorealistic image of a Yemeni woman,Person-female,Yemeni,es,Imagen fotorrealista de una mujer yemení
c,A photorealistic image of a Yemeni man,Person-male,Yemeni,es,Imagen fotorrealista de un hombre yemení
a,A photo of a Zambian person,Person,Zambian,es,Una foto de una persona zambiana
a,A photo of a Zambian woman,Person-female,Zambian,es,Una foto de una mujer zambiana
a,A photo of a Zambian man,Person-male,Zambian,es,Una foto de un hombre zambiano
b,A Zambian person,Person,Zambian,es,Una persona zambiana
b,A Zambian woman,Person-female,Zambian,es,Una mujer zambiana
b,A Zambian man,Person-male,Zambian,es,Un hombre zambiano
c,A photorealistic image of a Zambian person,Person,Zambian,es,Imagen fotorrealista de una persona zambiana
c,A photorealistic image of a Zambian woman,Person-female,Zambian,es,Imagen fotorrealista de una mujer zambiana
c,A photorealistic image of a Zambian man,Person-male,Zambian,es,Imagen fotorrealista de un hombre zambiano
a,A photo of a Zanzibari person,Person,Zanzibari,es,Una foto de una persona zanzibarí
a,A photo of a Zanzibari woman,Person-female,Zanzibari,es,Una foto de una mujer zanzibarí
a,A photo of a Zanzibari man,Person-male,Zanzibari,es,Una foto de un hombre zanzibarí
b,A Zanzibari person,Person,Zanzibari,es,Una persona zanzibarí
b,A Zanzibari woman,Person-female,Zanzibari,es,Una mujer zanzibarí
b,A Zanzibari man,Person-male,Zanzibari,es,Un hombre zanzibarí
c,A photorealistic image of a Zanzibari person,Person,Zanzibari,es,Imagen fotorrealista de una persona zanzibarí
c,A photorealistic image of a Zanzibari woman,Person-female,Zanzibari,es,Imagen fotorrealista de una mujer zanzibarí
c,A photorealistic image of a Zanzibari man,Person-male,Zanzibari,es,Imagen fotorrealista de un hombre zanzibarí
a,A photo of a Zimbabwean person,Person,Zimbabwean,es,Una foto de una persona zimbabuense
a,A photo of a Zimbabwean woman,Person-female,Zimbabwean,es,Una foto de una mujer zimbabuense
a,A photo of a Zimbabwean man,Person-male,Zimbabwean,es,Una foto de un hombre zimbabuense
b,A Zimbabwean person,Person,Zimbabwean,es,Una persona zimbabuense
b,A Zimbabwean woman,Person-female,Zimbabwean,es,Una mujer zimbabuense
b,A Zimbabwean man,Person-male,Zimbabwean,es,Un hombre zimbabuense
c,A photorealistic image of a Zimbabwean person,Person,Zimbabwean,es,Imagen fotorrealista de una persona zimbabuense
c,A photorealistic image of a Zimbabwean woman,Person-female,Zimbabwean,es,Imagen fotorrealista de una mujer zimbabuense
c,A photorealistic image of a Zimbabwean man,Person-male,Zimbabwean,es,Imagen fotorrealista de un hombre zimbabuense
a,A photo of an Afghans person,Person,Afghans,tr,Afganistanlı bir kişinin fotoğrafı
a,A photo of an Afghans woman,Person-female,Afghans,tr,Afganistanlı bir kadının fotoğrafı
a,A photo of an Afghans man,Person-male,Afghans,tr,Afganistanlı bir adamın fotoğrafı
b,An Afghans person,Person,Afghans,tr,Afganistanlı bir kişi
b,An Afghans woman,Person-female,Afghans,tr,Afganistanlı bir kadın
b,An Afghans man,Person-male,Afghans,tr,Afganistanlı bir adam
c,A photorealistic image of an Afghans person,Person,Afghans,tr,Afganistanlı bir kişinin fotogerçekçi resmi
c,A photorealistic image of an Afghans woman,Person-female,Afghans,tr,Afganistanlı bir kadının fotogerçekçi resmi
c,A photorealistic image of an Afghans man,Person-male,Afghans,tr,Afganistanlı bir adamın fotogerçekçi resmi
a,A photo of an Albanian person,Person,Albanian,tr,Arnavut bir kişinin fotoğrafı
a,A photo of an Albanian woman,Person-female,Albanian,tr,Arnavut bir kadının fotoğrafı
a,A photo of an Albanian man,Person-male,Albanian,tr,Arnavut bir adamın fotoğrafı
b,An Albanian person,Person,Albanian,tr,Arnavut bir kişi
b,An Albanian woman,Person-female,Albanian,tr,Arnavut bir kadın
b,An Albanian man,Person-male,Albanian,tr,Arnavut bir adam
c,A photorealistic image of an Albanian person,Person,Albanian,tr,Arnavut bir kişinin fotogerçekçi resmi
c,A photorealistic image of an Albanian woman,Person-female,Albanian,tr,Arnavut bir kadının fotogerçekçi resmi
c,A photorealistic image of an Albanian man,Person-male,Albanian,tr,Arnavut bir adamın fotogerçekçi resmi
a,A photo of an Algerian person,Person,Algerian,tr,Cezayirli bir kişinin fotoğrafı
a,A photo of an Algerian woman,Person-female,Algerian,tr,Cezayirli bir kadının fotoğrafı
a,A photo of an Algerian man,Person-male,Algerian,tr,Cezayirli bir adamın fotoğrafı
b,An Algerian person,Person,Algerian,tr,Cezayirli bir kişi
b,An Algerian woman,Person-female,Algerian,tr,Cezayirli bir kadın
b,An Algerian man,Person-male,Algerian,tr,Cezayirli bir adam
c,A photorealistic image of an Algerian person,Person,Algerian,tr,Cezayirli bir kişinin fotogerçekçi resmi
c,A photorealistic image of an Algerian woman,Person-female,Algerian,tr,Cezayirli bir kadının fotogerçekçi resmi
c,A photorealistic image of an Algerian man,Person-male,Algerian,tr,Cezayirli bir adamın fotogerçekçi resmi
